Label,SRE0,SRE45,SRE90,SRE135,LRE0,LRE45,LRE90,LRE135,GLN0,GLN45,GLN90,GLN135,RLN0,RLN45,RLN90,RLN135,RP0,RP45,RP90,RP135,LGLRE0,LGLRE45,LGLRE90,LGLRE135,HGL0,HGL45,HGL90,HGL135,SRLGLE0,SRLGLE45,SRLGLE90,SRLGLE135,SRHGLE0,SRHGLE45,SRHGLE90,SRHGLE135,LRLGLE0,LRLGLE45,LRLGLE90,LRLGLE135,LRHGLE0,LRHGLE45,LRHGLE90,LRHGLE135
0,0.94686742,0.95951338,0.95017997,0.95755495,16.41234995,2.3292984,2.51214738,2.36546669,272.15929491,288.50634387,281.77987905,286.5998761,48449.89596626,52628.19299088,50401.92774496,52171.64957324,0.84658813,0.88995361,0.87301636,0.88671875,0.00104691,0.00102564,0.00101767,0.00102787,22043.49080783,22438.93515534,22410.97829203,22407.30969507,0.00097331,0.00095257,0.00092907,0.00096452,20794.22575758,21376.53901363,21151.7365557,21294.99243676,1.,1.,1.,1.,998284.34303017,99301.59718126,106813.91872619,101117.82041575
0,0.95273842,0.96487241,0.94730568,0.96640076,1.29751237,1.17160466,1.31296649,1.16795361,375.06800283,384.06057202,375.68901945,385.3212329,53795.47167919,56822.61778962,52682.73838643,57157.16366025,0.92805481,0.95071411,0.92201233,0.95248413,0.00105933,0.00117809,0.00111064,0.00117646,15697.57131583,15645.52868103,15749.68238312,15691.20670597,0.00091855,0.00112032,0.00103085,0.00112056,15006.54373002,15122.69164606,14987.35627181,15216.83831585,1.,1.,1.,1.,19752.81741504,18057.096973,19756.26297062,17831.93290827
0,0.96064468,0.97370483,0.96282757,0.97446047,1.22070306,1.11926925,1.1986393,1.11406934,362.56753604,373.13902609,367.69798636,372.70052647,55713.68388142,58940.84533308,56274.44601544,59131.25210669,0.94192505,0.96386719,0.94645691,0.96513367,0.00202787,0.00256448,0.00251851,0.00258031,13691.34859874,13595.92827064,13485.32659971,13617.87997028,0.00161913,0.00234869,0.00222917,0.00237978,13177.2065265,13209.37659545,12890.5812774,13252.41080921,1.,1.,1.,1.,16473.36870241,15394.65941616,16796.41498057,15257.02717744
0,0.98510972,0.98572477,0.98113729,0.98537052,1.06834118,1.06122703,1.08520306,1.06215657,414.86194646,415.64783955,413.44701053,414.99000638,61704.85144442,61883.39876146,60729.57918651,61799.38760293,0.98311887,0.98451287,0.97769608,0.98408395,9.02934112e-05,8.98175705e-05,8.98696547e-05,9.04283379e-05,33413.72434479,33453.21568719,33432.3650821,33421.69513239,8.93130849e-05,8.85730507e-05,8.83408980e-05,8.96034300e-05,32851.87521883,32930.07796087,32743.06268134,32863.86909645,1.,1.,1.,1.,36128.52482159,35743.88414321,36598.96314866,35832.8225588
0,0.95393427,0.96590677,0.95949721,0.96807076,1.39637233,1.20984631,1.42108731,1.18512699,329.5704708,345.49550536,328.96052718,348.9958312,53568.10071525,56828.03028643,54715.76385502,57402.46113391,0.91947937,0.94717407,0.9262085,0.95166016,0.01582958,0.01610832,0.01580439,0.0156475,16812.37264143,16767.402729,16127.41869852,16955.60883787,0.01421074,0.01490455,0.01428094,0.01430202,15580.92274034,15664.61042614,14828.90307793,15966.01256702,1.,1.,1.,1.,28590.92729717,24794.19753842,34936.6861285,23559.27170985
0,0.85960633,0.90614155,0.90878207,0.90357361,21.01977609,6.11004389,8.23387892,6.73118234,332.93105024,466.78037869,423.41438244,461.84894518,27593.38135615,37350.49702097,36385.08834549,36753.34336086,0.63061924,0.7550429,0.73064485,0.74823899,0.00079223,0.0008187,0.00078883,0.00080214,11986.50839024,11151.76844136,11279.47216197,11188.54638624,0.00063568,0.00072611,0.00069947,0.00070574,10800.15367719,10420.2133729,10521.41952288,10423.98040139,1.,1.,1.,1.,135781.04153233,43004.23461188,55971.93065142,46803.44800804
0,0.69789683,0.77376888,0.73994689,0.76744018,10.83287165,5.77308813,14.27735145,5.80566986,282.74201293,403.0027133,294.26810034,393.65539091,14717.72280702,22135.06371219,16773.61263611,21645.51190266,0.49966166,0.61214321,0.50702817,0.60920583,0.00143992,0.00128724,0.001439,0.00132705,19891.44530625,21717.59240277,19754.68858625,21633.42756166,0.00129804,0.00123325,0.001314,0.00129115,10847.93078107,14656.66412894,12074.43660117,14400.00481786,1.,1.,1.,1.,357643.24835334,184350.19417646,483291.49804362,186709.66457981
0,0.98857976,0.98938147,0.98937154,0.98956448,1.04705828,1.04364785,1.04347691,1.04256735,765.54120892,766.92053616,766.929143,767.23965216,62608.10767467,62809.35747895,62808.41388971,62857.57143299,1.20046503,1.20178571,1.20180432,1.20213914,0.0008801,0.00087955,0.00087962,0.00087928,5874.2327657,5871.17669638,5870.82805801,5873.070992,0.0008772,0.00087696,0.0008771,0.00087668,5812.39678057,5812.10480696,5811.29712536,5816.32278735,1.,1.,1.,1.,6128.1761935,6115.48614723,6114.67125323,6104.74592663
0,0.98015259,0.98568097,0.9763518,0.9850822,1.0841772,1.0590779,1.10023633,1.06185294,384.40862777,387.33853907,382.84751851,386.87392773,60525.21396997,61887.67219388,59615.82713093,61738.21753616,0.97723652,0.98480392,0.97227328,0.9839614,0.00045011,0.00044541,0.00042557,0.00044771,26198.77137348,26159.05688464,26181.52583898,26179.39465695,0.00044791,0.00044228,0.00040432,0.00044601,25685.00315882,25761.720789,25555.52691954,25782.73755788,1.,1.,1.,1.,28358.59903753,27786.17749813,28815.98659209,27822.6024162
0,0.86065268,0.8926848,0.8828558,0.89545802,6.58856372,2.15292265,2.44725069,2.03428256,188.46536082,263.07199629,256.45557506,265.95179129,30343.15791188,40956.33635943,39144.90229722,41577.53907771,0.65591431,0.82359314,0.80836487,0.83053589,0.00521023,0.00454576,0.0044169,0.00452792,25306.69231843,28045.4218805,27957.76121713,28233.91212567,0.00426681,0.00393656,0.00382302,0.00391895,20182.19640014,24094.86593081,23767.20340366,24413.02855502,1.,1.,1.,1.,266607.29053645,81761.544956,96876.50416218,75184.97404005
0,0.93011833,0.94743464,0.92933631,0.95024894,1.63205785,1.33175127,1.5318783,1.29749423,332.98107528,348.31575366,335.77770325,349.46937026,48324.4949142,52593.09137224,48474.06275906,53302.33867458,0.89965139,0.93779569,0.90486492,0.94403635,0.00013018,0.0001275,0.00012806,0.00012694,21056.87008719,21479.64650924,21276.15692345,21613.89086713,0.00012438,0.00012295,0.00012094,0.00012248,18990.81616837,19927.66094278,19316.39564117,20181.9559844,1.,1.,1.,1.,40806.47218378,32071.29564049,38155.73049206,30796.27365645
0,0.9746849,0.98321473,0.97786455,0.98391653,1.10769328,1.07016093,1.09423993,1.06703675,694.9500379,701.40782306,697.7034422,702.82647476,59219.41561395,61276.66378947,59973.55254509,61449.74789877,1.30886243,1.32413608,1.31433945,1.32541749,0.00015622,0.00015595,0.00015606,0.00015598,9824.44558489,9839.49201617,9828.04973818,9831.44965616,0.00015285,0.00015374,0.00015309,0.0001539,9566.68039063,9675.83689352,9604.30498378,9668.98145578,1.,1.,1.,1.,10926.63082681,10522.54897217,10786.2937902,10509.00901308
0,0.90387636,0.93392542,0.91177896,0.93402231,2.23123657,1.56297389,2.95767581,1.54543588,267.63099207,297.80080283,274.06174096,299.74408102,42250.99588798,49189.28610149,43863.73412843,49319.3904133,0.82702206,0.89298407,0.84258578,0.89546569,0.00023937,0.00024346,0.00024542,0.00024276,19374.78382233,19260.043435,19150.92902334,19259.45194676,0.00021632,0.00022854,0.00022545,0.00022816,17555.39028595,17957.98468849,17536.78796095,17954.40287579,1.,1.,1.,1.,53083.2891198,36591.10726661,107818.18044142,36507.30821473
0,0.84013638,0.91543355,0.90496897,0.91746484,5.87714299,1.847492,2.05256839,1.82814079,258.87551454,341.36417645,326.23024593,341.17785265,29416.07766771,45225.08669513,43042.83076251,45608.6439046,0.68809138,0.87493775,0.85557769,0.87766123,0.00032907,0.00027574,0.00027518,0.00027427,22229.22447641,25981.99094628,25868.39793728,26053.03181133,0.00030587,0.00026469,0.00025972,0.00026289,16497.7493835,22616.23216839,22266.68600112,22774.23971527,1.,1.,1.,1.,265386.2928258,68256.51510139,77214.36090294,67260.74224665
0,0.92239296,0.96113565,0.94674266,0.9594932,1.67124869,1.20038778,1.31245238,1.21781279,298.39139559,321.81425109,314.71265777,320.85941705,46837.61780343,55911.99531427,52568.70629741,55496.33803456,0.87936762,0.95180241,0.92848794,0.94866511,0.00088302,0.00100664,0.00099691,0.00105366,17929.94129066,18216.83795444,18227.30327624,18187.998541,0.00075809,0.00094142,0.00091086,0.00102046,16301.65425071,17348.67508052,17096.38366337,17282.99856925,1.,1.,1.,1.,33835.99795383,22889.08671837,24859.2694703,23362.26850501
0,0.95939846,0.97440502,0.95996354,0.97301484,1.21991082,1.1147795,1.19631545,1.12208261,398.40215647,410.89405942,400.74411765,409.72932676,55470.24167004,59115.67197951,55710.11292825,58780.03645842,0.95224494,0.97645442,0.95541008,0.97444726,0.00022006,0.00021902,0.00020595,0.00021856,19215.07134171,19196.23333808,19226.23707175,19198.38177555,0.00021323,0.00021529,0.00018901,0.00021416,18478.74442003,18745.21250073,18513.77177682,18719.59054476,1.,1.,1.,1.,23096.7715606,21204.62931866,22667.79117647,21326.10929602
0,0.94242237,0.95770371,0.95147222,0.95552618,2.9475683,1.62355945,1.73402667,1.64586246,384.73426621,396.77913012,392.49744192,396.10422076,50323.82381922,54032.7380072,52545.97116498,53531.85966314,0.89198303,0.92021179,0.90965271,0.91680908,0.00162171,0.0015902,0.001575,0.00147841,33079.51277007,33020.87857131,33096.56663591,33063.57206577,0.00158041,0.00155441,0.00151927,0.00135744,31117.51352149,31520.84014308,31409.11272362,31516.26287371,1.,1.,1.,1.,146620.40246677,66789.36612665,71401.68771282,67484.34027362
0,0.95188762,0.96680459,0.95044292,0.96656155,1.3445633,1.21881384,1.38333581,1.20216525,250.82996819,256.70920263,249.58865354,257.67970959,53533.9798421,57012.71624817,53155.89366205,57040.375,0.92576599,0.94859314,0.92280579,0.94995117,0.00744987,0.00813486,0.00672377,0.00856359,19684.45239076,19787.39937587,19983.80033732,19700.86240684,0.00560792,0.00627097,0.00474999,0.00676276,18735.76650022,19191.34375609,19136.22163012,19074.81983796,1.,1.,1.,1.,24568.03762918,22393.04105072,23922.43426427,22526.83893922
0,0.94439631,0.95856056,0.95128595,0.96340324,1.41841355,1.2311918,1.34050499,1.19987744,427.29213483,446.35874141,437.03430498,448.44484583,51670.51510984,55238.52562206,53341.81485888,56370.13159592,0.9206707,0.94999074,0.9343503,0.95738636,0.002948,0.00298026,0.00289947,0.00298096,8510.6885628,8438.78075379,8468.757403,8410.59147207,0.00270096,0.00280459,0.0026341,0.00281473,8160.0459065,8188.8144071,8161.59571034,8188.40469651,1.,1.,1.,1.,10762.25527419,9682.87900015,10364.44351907,9530.73000258
0,0.92286414,0.93995984,0.94309706,0.95132155,2.50650175,1.86827049,1.960883,1.62875424,375.63911206,415.40825119,399.46152511,426.74426418,45347.00311939,49794.19283794,49909.57804311,52345.39032296,0.8547092,0.89949157,0.89319816,0.91817026,0.0250832,0.03136887,0.02704972,0.03123966,8279.97810987,8137.47809678,8229.11018361,8085.25266321,0.01560588,0.02210235,0.0176107,0.02232746,7879.02126491,7888.09882652,8002.24868879,7905.50350412,1.,1.,1.,1.,10888.85759626,9423.39096643,9426.88037555,8906.98436682
0,0.89410926,0.90872954,0.89626065,0.91208458,2.73374751,1.93663201,2.86363548,1.89377752,386.07333217,416.34759689,374.34082412,413.91088573,39510.46826917,43591.79975278,39704.08006742,44290.03194254,0.81057041,0.86301456,0.80978602,0.86928966,0.00012509,0.00013136,0.00013016,0.00013386,21092.64740947,20446.01094307,21062.70419807,20336.92225511,0.00010612,0.00011524,0.00011234,0.00011826,19759.81399262,19375.05386085,19710.17023373,19307.00142667,1.,1.,1.,1.,34569.55290406,28167.15940159,35957.12414034,27982.52365914
0,0.93391941,0.95461159,0.9377437,0.9546362,1.43550989,1.24259543,1.45545911,1.24031286,357.8429651,376.14394409,360.91157809,376.32506001,49648.21592935,54408.21255266,50324.22904083,54414.90418184,0.95841471,0.99684245,0.96196289,0.99676107,0.00010565,0.00010505,0.00010627,0.00010438,22907.50111234,22961.13014727,22710.77794697,22965.70887151,0.00010029,0.00010186,0.00010149,0.00010068,21166.11622436,21705.36696669,21022.51913383,21712.3220981,1.,1.,1.,1.,34779.94521525,29962.81249388,36907.03974418,29853.97165298
0,0.94214301,0.9598486,0.95412526,0.95939069,2.22903751,1.43204059,1.55945249,1.41384768,380.32774564,406.7848364,397.39443124,406.23953182,49798.87701313,54752.70608587,53141.75951273,54658.65001649,0.88458946,0.92981005,0.91547181,0.92922794,0.00029096,0.00028356,0.00028539,0.0002835,17954.61938489,18747.37586082,18574.46504468,18745.94709858,0.00028179,0.000278,0.0002785,0.0002778,16459.3415562,17537.94152014,17302.91465723,17521.01415556,1.,1.,1.,1.,83914.20015239,40327.47448021,46075.96988053,39039.61068249
0,0.94492862,0.96160878,0.95192122,0.96315064,1.39196308,1.19633863,1.30274867,1.18630909,499.95747421,510.40100736,490.64016874,513.15082548,51875.24047225,56028.15727108,53588.26712148,56386.50351937,0.91246033,0.94519043,0.92596436,0.94734192,0.00163289,0.00167795,0.00157894,0.00167289,8940.80618405,9421.14653558,9530.38642805,9364.49923492,0.00148992,0.00157814,0.00141403,0.00157793,8249.7599238,9039.51715629,9114.42249438,8969.48042445,1.,1.,1.,1.,15875.91416244,11397.88287808,11970.82128732,11494.27261013
0,0.94900591,0.9549534,0.94662391,0.95650838,1.72831702,1.3773788,2.08813393,1.3939695,347.72223355,367.10169435,340.26441929,365.87417416,51699.67217238,53820.10094904,50042.54715463,54065.19863229,0.90147059,0.92489277,0.8756587,0.92513787,0.00281179,0.00273172,0.00296453,0.00274352,14496.93507001,14441.63361876,13919.78008502,14445.26357359,0.00266402,0.00254819,0.00283252,0.0025871,13746.30395142,13770.37775906,13047.65580549,13800.28301051,1.,1.,1.,1.,24787.89654704,20288.37795849,35708.30918601,20556.00960376
0,0.98137759,0.98442997,0.97973804,0.98344003,1.07881064,1.06463475,1.08681057,1.06947132,646.51327074,648.90591498,645.97828951,648.59571812,60823.06879499,61577.42645226,60419.67142499,61329.99007553,0.99445966,0.99875498,0.99209412,0.99732321,0.00024333,0.00024363,0.00024046,0.00024327,14016.1156964,14004.69214348,14024.10486604,14011.27011423,0.00023792,0.0002389,0.00023247,0.00023819,13787.7861072,13812.69573387,13777.43769554,13808.93670948,1.,1.,1.,1.,14967.7800626,14800.52661431,15058.1218548,14849.46183135
0,0.9471731,0.97258637,0.96412991,0.97087253,1.45205158,1.12553124,1.17557841,1.13564739,433.28611623,464.97418332,456.37313625,463.80087771,52113.63171998,58669.9306692,56649.87712082,58253.07174317,0.91110229,0.96221924,0.94970703,0.9596405,0.00718581,0.00718313,0.00643319,0.00725285,7335.87173003,7190.68073264,7240.28166774,7178.58083033,0.00666215,0.00696613,0.00574707,0.0070546,7065.7649229,7069.90693753,7086.37537315,7035.59311229,1.,1.,1.,1.,8962.37945068,7704.34663812,7906.0404081,7794.74565518
0,0.98816849,0.97972644,0.98013652,0.98048722,12.97542952,2.04814741,2.10514127,2.05055522,318.03988714,332.93771878,329.95804936,333.05223819,57801.5424987,57606.98325738,57580.39849798,57766.94597984,0.91211703,0.92775735,0.92604167,0.92841605,0.00013519,0.00013303,0.00013349,0.00013312,21514.17466369,22219.78062876,22126.66029246,22221.45407296,0.00013454,0.00013214,0.00013278,0.00013237,21014.24830855,21161.44474651,21083.80948532,21191.36975266,1.,1.,1.,1.,792592.73639219,88815.05235784,92438.94182161,89059.85689772
0,0.92534071,0.94785889,0.9243356,0.94817987,1.5537654,1.26466715,1.51432568,1.26180017,1036.60660395,1144.01873313,1040.42296599,1145.99514667,47643.23314797,53007.61223415,47634.17845362,53082.60669924,0.88771838,0.93423967,0.89048659,0.93477793,0.00018363,0.00017796,0.0001671,0.00017714,44160.16527208,44689.24045236,44125.60207589,44716.91741112,0.00017884,0.00017509,0.00014975,0.00017377,40095.6002766,41786.26203654,39976.48648811,41843.78088542,1.,1.,1.,1.,75599.20426866,59726.43211299,73654.06041138,59509.18770051
0,0.9236117,0.9415608,0.92844457,0.93888793,24.84952396,6.1456961,6.76900121,6.08765402,689.95399894,735.88962078,706.3556138,730.88003665,42016.23950656,46247.66763425,43488.06330228,45717.18951816,0.83601922,0.87836689,0.85435735,0.87413376,0.00020948,0.00020727,0.00020727,0.00020603,13233.43406776,13766.25596368,13610.67918428,13794.70674794,0.00019711,0.00019969,0.00019616,0.0001969,11790.81625543,12446.89370579,12179.54945143,12477.20598911,1.,1.,1.,1.,1346867.86283748,295897.00160024,326553.89616054,291772.2377204
0,0.87154745,0.88483132,0.8816107,0.88398838,5.48765364,2.72650898,4.1766967,2.72599348,363.19087414,592.70823437,454.15562837,588.02834008,32597.10526082,38066.98516047,35390.35551495,37937.01517236,0.6865387,0.77735901,0.72642517,0.77639771,0.0047817,0.00422408,0.0046059,0.00423432,28596.6884182,31889.43955246,30101.23076438,31875.62815927,0.00449005,0.00399452,0.00443012,0.00398323,21584.85857783,25485.85276147,23583.27400126,25427.63653928,1.,1.,1.,1.,289876.19787523,132066.94236922,215080.98487617,131871.0986793
0,0.94881259,0.96140861,0.94044364,0.95875555,1.38143612,1.20226752,1.38421564,1.21497448,417.98682532,434.99247392,411.22550039,433.67090187,52826.4881925,55967.04328305,51108.32792436,55382.82451989,0.92437194,0.94849877,0.9138174,0.94523591,0.01506191,0.01708448,0.01605212,0.01724056,26152.87174983,26069.17673374,25899.47495558,26001.03840856,0.01236346,0.01501432,0.01309726,0.01512389,24765.06299334,25030.43193821,24233.46301614,24845.30631423,1.,1.,1.,1.,33552.77395887,30887.67762202,36307.27838871,31325.5876023
0,0.94562721,0.96225122,0.94673975,0.96051829,1.36418591,1.19607748,1.38029807,1.20719438,366.69788006,378.01879002,368.72618672,376.24837447,52149.26055388,56168.55971678,52395.4665127,55759.232103,0.93081907,0.96107701,0.93295821,0.95836434,0.00028717,0.00029282,0.00029334,0.00029306,12269.43126447,12272.50674989,12077.86080051,12292.32090059,0.00026523,0.00027724,0.00027335,0.00027731,11513.40434388,11675.38697475,11317.60659368,11685.05855484,1.,1.,1.,1.,19415.95147296,16491.70013387,22388.48844435,16535.36298645
