Label,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135,ASM0,ASM45,ASM90,ASM135
corrosion,1.87619485,2.62211457,1.08086703,2.43200308,0.62064951,0.82609765,0.50890012,0.78220684,0.76718125,0.70519697,0.79105824,0.71471207,0.19616511,0.18249858,0.2034298,0.18358499,0.95534003,0.93753378,0.97421202,0.94207935,0.03848075,0.03330573,0.04138368,0.03370345
corrosion,0.30655637,0.45571703,0.32405025,0.4511188,0.18339461,0.24804306,0.20238971,0.25544022,0.91460428,0.8865866,0.90538678,0.88190049,0.29684565,0.28041897,0.29105083,0.27746636,0.97238369,0.95893865,0.97074632,0.95936021,0.08811734,0.0786348,0.08471058,0.07698758
corrosion,1.5234375,2.99786236,2.31478248,2.14600538,0.57233456,0.83521722,0.69808517,0.71114187,0.78149311,0.71983248,0.75506237,0.73986772,0.24660761,0.22879574,0.24190414,0.23256964,0.95300792,0.90720708,0.92838367,0.93355785,0.06081531,0.05234749,0.05851761,0.05408864
corrosion,0.55667892,1.02048443,0.55598958,0.66965013,0.33909314,0.47567859,0.32761949,0.38234525,0.85042397,0.80886506,0.85679629,0.83521798,0.26008952,0.24689917,0.26122722,0.25507587,0.97356599,0.95157167,0.9736256,0.96816499,0.06764656,0.0609592,0.06823966,0.0650637
corrosion,1.5589614,1.94029988,1.00755208,1.65710111,0.7504136,0.84887351,0.51548713,0.78414456,0.69633749,0.6690112,0.78565608,0.68492806,0.17195786,0.16579464,0.19867082,0.16875444,0.93731308,0.9221166,0.95962033,0.93347078,0.02956951,0.02748786,0.0394701,0.02847806
corrosion,9.97821691,10.75770857,10.96518076,11.75001922,2.07095588,2.19712418,2.2292739,2.28006151,0.47599235,0.44802425,0.44550346,0.44429393,0.11689775,0.11192087,0.11190226,0.11107193,0.71804193,0.69608032,0.69029039,0.66805134,0.01366508,0.01252628,0.01252212,0.01233697
corrosion,0.57440257,0.97151865,0.66292892,1.04839677,0.33120404,0.49330258,0.37647059,0.51481738,0.85554712,0.7919683,0.83472784,0.7850746,0.19979906,0.17909217,0.19290874,0.17744724,0.98465363,0.97407838,0.98231513,0.9720343,0.03991966,0.032074,0.03721378,0.03148752
corrosion,1.59644608,2.79098808,2.2532935,2.75929258,0.57098652,0.78329873,0.673606,0.76504421,0.78526698,0.73005851,0.75979656,0.73660389,0.21558881,0.19730279,0.20697286,0.19898433,0.94021173,0.89546186,0.91539473,0.89664026,0.04647854,0.03892839,0.04283777,0.03959476
corrosion,3.09641544,3.87569396,3.00948223,3.65382545,1.05548407,1.25128797,1.04848346,1.18495963,0.62132906,0.56838795,0.62004029,0.58529751,0.15494899,0.1417543,0.15419966,0.14457619,0.86666938,0.83317661,0.87064938,0.84270951,0.02400919,0.02009428,0.02377753,0.02090228
corrosion,1.38645833,1.53828527,0.72598039,1.69054979,0.59739583,0.66259131,0.41979167,0.70169935,0.76278338,0.73795648,0.81702822,0.72612303,0.19301049,0.18421499,0.20704762,0.1824547,0.95043465,0.94492882,0.97401759,0.93949249,0.03725305,0.03393516,0.04286872,0.03328972
corrosion,1.00300245,1.59941561,0.87264093,1.6461361,0.46945466,0.65067282,0.43483456,0.65076509,0.80901652,0.75103227,0.82024294,0.75308072,0.28139951,0.26650638,0.28507673,0.26679622,0.97246542,0.95616523,0.97608485,0.95484428,0.07918568,0.07102565,0.08126874,0.07118022
corrosion,0.10036765,0.59060361,0.559375,0.6231757,0.08943015,0.21447136,0.18339461,0.22037678,0.95634998,0.91331085,0.92818389,0.91163848,0.42055715,0.40554172,0.41462715,0.40464089,0.99431801,0.96635637,0.96813004,0.96446583,0.17686832,0.16446409,0.17191568,0.16373425
corrosion,1.87640931,2.5794233,1.22460172,2.2295271,0.87132353,1.08891965,0.68526348,1.010396,0.65192018,0.5833668,0.70611472,0.60239571,0.17966739,0.1617698,0.19589757,0.16626929,0.83541659,0.77328304,0.89240795,0.80403068,0.03228037,0.02616947,0.03837586,0.02764548
corrosion,0.94856005,1.43046521,1.04584865,1.49093426,0.57144608,0.75149558,0.61744792,0.76306036,0.74910304,0.68596897,0.73072955,0.68350197,0.19611251,0.17688117,0.19005077,0.17644515,0.95314489,0.92885275,0.94806718,0.92586192,0.03846012,0.03128695,0.03611929,0.03113289
corrosion,19.39713542,21.17151865,19.06878064,19.55880046,3.18589154,3.38017686,3.16096814,3.2379085,0.33044413,0.30963267,0.33070404,0.31667655,0.08178452,0.07938021,0.08221969,0.08047919,0.47489985,0.42685341,0.48413474,0.47050777,0.00668871,0.00630122,0.00676008,0.0064769
corrosion,1.80704657,2.98491349,2.27424939,3.01011918,0.52833946,0.71830834,0.61530331,0.73290273,0.81399721,0.76496115,0.78629003,0.76021711,0.32441891,0.30596713,0.31282565,0.30605358,0.97191563,0.95360394,0.96461751,0.95321668,0.10524763,0.09361589,0.09785989,0.09366879
corrosion,0.20761336,0.76991926,0.71845895,0.90489812,0.14431679,0.34666667,0.32823223,0.39217224,0.93349716,0.86107417,0.86781435,0.84601988,0.34391011,0.31810334,0.32064732,0.31601521,0.99289736,0.97351858,0.9752984,0.9688648,0.11827417,0.10118973,0.1028147,0.09986561
corrosion,4.06030944,5.16378316,3.92866115,5.09159554,0.93769914,1.1384083,0.97280944,1.12607459,0.7272213,0.68249864,0.70509392,0.6846195,0.29965087,0.28360758,0.28805656,0.28502483,0.91728489,0.89476563,0.9199121,0.8962488,0.08979064,0.08043326,0.08297658,0.08123915
corrosion,1.41717218,2.10474433,1.67378983,2.49331795,0.54655331,0.70156094,0.58699449,0.78037678,0.78859837,0.74659979,0.78244624,0.72616206,0.27069447,0.25459706,0.26900725,0.24911486,0.91807707,0.87802,0.90281171,0.85549893,0.0732755,0.06481966,0.0723649,0.06205821
corrosion,1.98146446,2.82049981,1.92596507,2.98489812,0.8926777,1.11358708,0.84707414,1.14354479,0.64933333,0.58833285,0.67001174,0.58347576,0.1528201,0.13798413,0.15716667,0.13674038,0.90852237,0.86972879,0.91109496,0.86211248,0.02335398,0.01903962,0.02470136,0.01869793
corrosion,0.50159314,1.11623222,0.86813725,1.18618993,0.37340686,0.5877278,0.45232843,0.59860054,0.82503385,0.74864652,0.80597111,0.74659023,0.2633042,0.23353787,0.2603459,0.23289469,0.94253853,0.87129418,0.89985941,0.86317653,0.0693291,0.05453994,0.06777999,0.05423994
corrosion,1.63414522,2.16899654,1.43803615,2.09574779,0.59122243,0.68682814,0.53910846,0.68893502,0.78212111,0.76068069,0.79861371,0.75517593,0.26079427,0.25602974,0.26701168,0.2552862,0.94735704,0.9301799,0.95369086,0.93254956,0.06801365,0.06555123,0.07129524,0.06517104
corrosion,2.19019608,3.20089196,1.93184743,2.84099962,0.7390625,0.93034987,0.69685968,0.895594,0.72662126,0.67864942,0.73586653,0.68267171,0.20252837,0.18847481,0.20392815,0.18950661,0.90946472,0.86729274,0.92010117,0.88224376,0.04101774,0.03552275,0.04158669,0.03591275
corrosion,3.05902267,4.10165321,2.39813113,4.13513264,1.11325061,1.3581238,0.98452819,1.36284506,0.59288165,0.52894326,0.62078219,0.52865448,0.21053251,0.19494794,0.21728598,0.19496659,0.71494977,0.61824845,0.77711843,0.61515784,0.04432394,0.0380047,0.0472132,0.03801197
corrosion,2.89682904,5.11569396,4.42380515,4.97447136,0.96429228,1.33114956,1.20505515,1.31418685,0.6510429,0.5765431,0.60561292,0.57871813,0.17743777,0.15990786,0.16766213,0.16055546,0.85336638,0.74099735,0.77663738,0.74815693,0.03148416,0.02557053,0.02811059,0.02577806
corrosion,1.52858456,2.22998847,1.25796569,2.16627451,0.54666054,0.68602845,0.45560662,0.70176086,0.78293911,0.74498819,0.81949499,0.73430533,0.22861159,0.21571468,0.24869461,0.21136631,0.91089573,0.86992762,0.92708423,0.87367612,0.05226326,0.04653282,0.06184901,0.04467572
corrosion,0.61223958,1.23008074,0.97578125,1.34958862,0.44784007,0.65740869,0.53350184,0.68479815,0.79160658,0.71968615,0.76958276,0.71223111,0.24386474,0.21922119,0.24001901,0.21680724,0.93186771,0.86221664,0.89066464,0.84877965,0.05947001,0.04805793,0.05760913,0.04700538
corrosion,0.75762868,1.09477893,0.70206801,1.09748558,0.52846201,0.67238754,0.49422488,0.68367551,0.75805584,0.70288993,0.77226104,0.69731327,0.30993721,0.28925811,0.31635404,0.28757053,0.86302441,0.80165621,0.8732717,0.80113568,0.09606107,0.08367025,0.10007988,0.08269681
corrosion,0.54810049,1.0890273,0.83592218,1.08919646,0.35664828,0.55243368,0.45546875,0.55100346,0.8390536,0.77079398,0.8058174,0.77181135,0.34997656,0.33155,0.33751494,0.3317621,0.98188368,0.96392827,0.97230291,0.96392295,0.12248359,0.1099254,0.11391633,0.11006609
corrosion,2.85392157,3.09711649,2.73748468,3.02860438,1.18339461,1.22463668,1.1457261,1.21124183,0.54865416,0.54039655,0.56076278,0.54313223,0.20523368,0.2032447,0.20752105,0.20404896,0.7242691,0.70122641,0.73556855,0.70783694,0.04212086,0.04130841,0.04306499,0.04163598
corrosion,1.01665135,1.51037293,0.96793811,1.57085736,0.52841605,0.6967474,0.51815257,0.70088428,0.7774872,0.71871492,0.77939019,0.72094789,0.23630393,0.21443838,0.23805585,0.21648875,0.93669934,0.90612963,0.94010917,0.90238811,0.05583955,0.04598382,0.05667059,0.04686738
corrosion,10.62628676,15.44199923,13.53731618,12.59446367,2.10879289,2.59767782,2.40193015,2.31826221,0.4494087,0.40349221,0.4220107,0.42817561,0.12914582,0.12164693,0.12484118,0.12486237,0.60301117,0.42263271,0.4945291,0.52909738,0.01667864,0.01479798,0.01558532,0.01559061
corrosion,2.12310049,4.20407536,3.48795956,4.18612841,0.68155637,1.04612072,0.89494485,1.04619762,0.77139664,0.69355796,0.72989347,0.69372866,0.23533658,0.21424778,0.22348186,0.21471643,0.92887834,0.85930329,0.88322526,0.85990589,0.05538331,0.04590211,0.04994414,0.04610315
corrosion,1.56683517,2.93098039,1.59928002,1.77347174,0.73509498,1.06831219,0.76533395,0.82983468,0.70381318,0.61413538,0.68823095,0.66743711,0.1663983,0.14206866,0.15655254,0.15321981,0.95614516,0.91776986,0.95513951,0.95024687,0.02768839,0.0201835,0.0245087,0.02347631
corrosion,2.05275735,3.28227605,2.22015931,2.91086505,0.92545956,1.19797001,0.93851103,1.13237985,0.63530468,0.56941277,0.63881886,0.58022821,0.21896194,0.20130913,0.2216332,0.20333378,0.79238144,0.66883938,0.77597345,0.70628712,0.04794433,0.04052536,0.04912128,0.04134462
corrosion,1.48999694,2.47352557,1.77994792,2.87017301,0.7792739,1.08704344,0.86956189,1.16258362,0.67458651,0.57914829,0.64752634,0.56526301,0.16321929,0.14014834,0.15638832,0.13745111,0.91609255,0.86070022,0.89981985,0.83839822,0.02664054,0.01964156,0.02445731,0.01889281
corrosion,0.81124387,1.34122261,0.98693321,1.2709727,0.44276961,0.61651672,0.48506434,0.60190696,0.81188903,0.75489601,0.80145947,0.75779376,0.25605238,0.23466755,0.25364876,0.23497986,0.94750423,0.91335919,0.93602713,0.91790284,0.06556282,0.05506886,0.06433769,0.05521554
corrosion,1.69430147,3.28725875,2.55663297,3.59472511,0.60061275,1.135594,0.96845895,1.18048443,0.78055858,0.60189731,0.64538131,0.59501226,0.21435285,0.15571496,0.16664539,0.15413588,0.91523475,0.83566596,0.87190114,0.8202968,0.04594714,0.02424715,0.02777069,0.02375787
corrosion,1.12961091,1.82625144,1.23584559,1.95124952,0.63089767,0.85883891,0.68878676,0.88233756,0.72877419,0.65475419,0.70574845,0.64971389,0.20694975,0.1865427,0.2005036,0.18567421,0.96524334,0.9436727,0.96197389,0.93986158,0.0428282,0.03479818,0.04020169,0.03447491
corrosion,1.47988664,2.0522722,1.3131587,2.12507497,0.59293811,0.78522107,0.59330576,0.79540177,0.76754169,0.70228181,0.76055319,0.69945447,0.20414669,0.18259513,0.20097519,0.18202727,0.94207138,0.91959348,0.94867537,0.91670764,0.04167587,0.03334098,0.04039103,0.03313393
corrosion,1.45237439,2.81534794,1.89212623,2.08470588,0.66269914,0.94754325,0.76427696,0.8413687,0.7299904,0.65301531,0.70050611,0.67101594,0.17767928,0.1576839,0.17033701,0.16073691,0.94640834,0.89559233,0.92982172,0.92268023,0.03156993,0.02486421,0.0290147,0.02583636
corrosion,1.40442708,2.01705498,1.04237132,2.03920031,0.52896752,0.69107266,0.50952819,0.70251442,0.78736298,0.73717073,0.78553519,0.73250148,0.21911947,0.20428894,0.21908706,0.20231169,0.95705048,0.93784005,0.96787104,0.93718859,0.04801334,0.04173397,0.04799914,0.04093002
corrosion,2.06790748,3.64938101,3.14036458,3.67114187,0.77320772,1.09347174,0.99900429,1.11197232,0.71164096,0.63472287,0.65515851,0.6284438,0.22458061,0.21358225,0.21597828,0.21368897,0.95360566,0.91807753,0.92950136,0.91760468,0.05043645,0.04561738,0.04664662,0.04566297
corrosion,1.22895221,2.36744329,1.59368873,2.36670511,0.59209559,0.88871972,0.66421569,0.88509035,0.7546002,0.6675063,0.73782027,0.6691142,0.20990312,0.18112899,0.20335757,0.18163119,0.91345694,0.83346556,0.88805311,0.83351861,0.04405932,0.03280771,0.0413543,0.03298989
corrosion,3.19707414,3.82820454,3.40056679,4.14592849,1.29226409,1.43620146,1.33062194,1.49282584,0.51971364,0.48652097,0.51247718,0.47657484,0.15654818,0.15024551,0.15511936,0.14859818,0.69005682,0.62894569,0.67072964,0.59815739,0.02450733,0.02257371,0.02406202,0.02208142
corrosion,4.44096201,5.29705498,4.34977022,5.28690504,1.58244485,1.74168397,1.56260723,1.74251442,0.45276938,0.42427014,0.45727078,0.42346392,0.12396521,0.11939888,0.12461291,0.11939842,0.69923783,0.64127972,0.70537479,0.64195343,0.01536737,0.01425609,0.01552838,0.01425598
corrosion,18.55013787,19.60412149,17.95831801,18.23406382,3.14057904,3.27277201,3.11147365,3.14328335,0.32571376,0.30759104,0.32115071,0.31611102,0.08118052,0.07927045,0.08108713,0.08042915,0.49487023,0.46590365,0.51055647,0.50322696,0.00659028,0.0062838,0.00657512,0.00646885
corrosion,3.96360294,5.73454825,4.90738358,5.77536332,1.33026961,1.65297962,1.53602941,1.65562476,0.53652907,0.47507918,0.49272205,0.4756392,0.1521885,0.14137729,0.14407653,0.14129517,0.80265588,0.71406707,0.75529024,0.71199646,0.02316134,0.01998754,0.02075805,0.01996432
corrosion,2.60338542,2.98763552,2.05003064,3.04293733,0.9144761,1.02303729,0.79803922,1.00027682,0.67324436,0.63939894,0.69992429,0.65509103,0.16435195,0.15574386,0.17165504,0.15942714,0.902716,0.88784948,0.92302754,0.88579345,0.02701156,0.02425615,0.02946545,0.02541701
corrosion,0.66271446,1.03115725,0.87461703,1.21194925,0.3403799,0.48936563,0.426731,0.52230681,0.85457654,0.79982737,0.82247013,0.79183251,0.23502218,0.21721168,0.22205212,0.21353655,0.98304457,0.97361087,0.97759446,0.96889243,0.05523542,0.04718091,0.04930714,0.04559786
corrosion,1.5752451,2.36398308,1.28514093,2.18229912,0.50775123,0.72267589,0.50609681,0.66069973,0.81418463,0.74588552,0.80221149,0.76460279,0.19713187,0.17468412,0.19159561,0.18006087,0.94725037,0.92083622,0.95697423,0.92691983,0.03886097,0.03051454,0.03670888,0.03242192
corrosion,2.84811581,5.25805459,3.17403493,5.12542868,0.80500919,1.2227451,0.82749694,1.21102653,0.73815847,0.64791373,0.73864502,0.64991718,0.21809991,0.19741433,0.21525085,0.19818985,0.91885401,0.85050045,0.9097982,0.8542905,0.04756757,0.03897242,0.04633293,0.03927922
corrosion,1.07140012,2.63261822,2.00606618,2.73094963,0.43356311,0.79550942,0.64390319,0.81482507,0.83097772,0.73337236,0.77606734,0.72859077,0.21432306,0.18632599,0.19966659,0.18492134,0.96667621,0.91816645,0.93764867,0.91511165,0.04593437,0.03471737,0.03986675,0.0341959
corrosion,1.20004596,2.41511726,1.46838235,1.97919262,0.57259498,0.87983083,0.62987132,0.77051903,0.76690828,0.68229636,0.7540083,0.71281531,0.29804671,0.27985727,0.29726322,0.28407113,0.94901732,0.89751853,0.93770158,0.91601591,0.08883184,0.07832009,0.08836542,0.08069641
corrosion,2.94664522,3.70905037,3.16144301,3.95824683,1.24146752,1.4392772,1.27575061,1.48233756,0.53096213,0.47964087,0.52691865,0.47227802,0.14978281,0.14036042,0.14899385,0.13911429,0.74398052,0.67722724,0.72476511,0.65551548,0.02243489,0.01970105,0.02219917,0.01935279
corrosion,1.23409926,1.45459439,1.21234681,1.67554018,0.5263174,0.61584006,0.46985294,0.63317186,0.79055328,0.75666638,0.81748202,0.75782272,0.28619867,0.27237459,0.29537604,0.27387862,0.90810274,0.891753,0.90964854,0.87531966,0.08190968,0.07418792,0.08724701,0.0750095
corrosion,0.57662377,0.8042599,0.57101716,0.83278739,0.40294118,0.50917339,0.4028799,0.51878508,0.81216737,0.76787526,0.81163512,0.7647881,0.34422295,0.32067686,0.34441829,0.32050748,0.93580215,0.91068791,0.93636655,0.90752008,0.11848944,0.10283365,0.11862396,0.10272504
corrosion,5.01746324,5.18031526,3.56380208,5.07820069,1.58844975,1.63527874,1.31775429,1.61740869,0.47522541,0.4626008,0.52724703,0.46543151,0.12271879,0.12079219,0.13229868,0.12122753,0.70697051,0.69714762,0.79172985,0.70311313,0.0150599,0.01459075,0.01750294,0.01469611
corrosion,1.08091299,1.90622068,1.41073836,1.94915802,0.54031863,0.72756632,0.59973958,0.73697809,0.77668998,0.72659372,0.76263972,0.72434148,0.23305222,0.2201755,0.22779512,0.21988477,0.97420385,0.95441731,0.96625137,0.95338785,0.05431334,0.04847725,0.05189061,0.04834931
corrosion,0.79443934,1.18863514,0.63186275,1.18788158,0.43901654,0.6072895,0.40704657,0.60825836,0.81049664,0.74691567,0.81704322,0.74597883,0.20780855,0.18783474,0.21427806,0.18717689,0.96522869,0.94798743,0.97233217,0.94802162,0.0431844,0.03528189,0.04591509,0.03503519
corrosion,1.68423713,3.05507113,2.0060815,2.82615917,0.71217831,0.99444829,0.69211091,0.96951942,0.71992311,0.64889907,0.74428877,0.65096621,0.18978571,0.17237737,0.20305956,0.17286867,0.92867298,0.87051348,0.9154796,0.88021862,0.03601861,0.02971396,0.04123318,0.02988358
corrosion,1.96106005,3.54658977,2.56787684,3.58502115,0.92778799,1.31870819,1.05145527,1.32167628,0.62869425,0.5260182,0.60042115,0.526126,0.14514429,0.12432855,0.13898304,0.12433934,0.90820573,0.83388827,0.87975402,0.83211003,0.02106686,0.01545759,0.01931629,0.01546027
corrosion,0.77553615,1.12936563,0.8799326,1.2608689,0.44057904,0.56776624,0.45848652,0.59004998,0.80815729,0.76300525,0.80593442,0.75930226,0.23792906,0.22168806,0.23985099,0.22124342,0.96197973,0.94461226,0.95679693,0.93816464,0.05661024,0.04914559,0.0575285,0.04894865
corrosion,2.5765625,3.66219146,2.46443015,3.64410611,0.72882966,1.00161476,0.80958946,0.99869281,0.75599193,0.67374207,0.71076331,0.67375378,0.22699421,0.19593203,0.20414478,0.19555727,0.88547554,0.83621492,0.88982856,0.83702468,0.05152637,0.03838936,0.04167509,0.03824264
corrosion,0.30413603,0.48346021,0.31593137,0.47935409,0.22840074,0.3313341,0.23936887,0.32787389,0.89273914,0.84828508,0.88738685,0.84980333,0.2935327,0.2730407,0.28990335,0.27403024,0.97228111,0.95594747,0.97125806,0.95634727,0.08616145,0.07455122,0.08404395,0.07509257
corrosion,0.62123162,1.93261053,1.68658088,2.096609,0.28866422,0.52327566,0.4479473,0.55966167,0.88121831,0.82092389,0.84697137,0.80994659,0.28069357,0.26119164,0.26808564,0.25891145,0.99057269,0.97052647,0.97427646,0.96802531,0.07878888,0.06822107,0.07186991,0.06703514
corrosion,1.39693627,1.53128797,1.39693627,1.5394233,0.7564951,0.82337562,0.74987745,0.82569781,0.68163035,0.65458139,0.68515336,0.65404904,0.27148457,0.25954365,0.27290971,0.25933036,0.63557982,0.60106816,0.63611643,0.59894067,0.07370387,0.06736291,0.07447971,0.06725224
corrosion,2.34134498,4.18097655,2.85752145,4.79494041,0.70087316,1.06912726,0.82921262,1.13324106,0.75713216,0.6664286,0.72125303,0.65939607,0.19386406,0.16955871,0.18213762,0.16819178,0.95625178,0.92166924,0.94652288,0.91019118,0.03758328,0.02875015,0.03317411,0.02828847
corrosion,0.96654412,1.09147251,0.75477941,1.14737409,0.5658701,0.61510188,0.48241422,0.64645905,0.75380896,0.73538776,0.78420015,0.72267166,0.20299827,0.19562879,0.21317154,0.19209738,0.93089794,0.92184668,0.94606199,0.91783852,0.0412083,0.03827062,0.04544211,0.0369014
corrosion,3.02293199,3.97317955,3.03273591,3.9718416,0.82431066,1.04159938,0.87627145,1.02688197,0.73037549,0.6656352,0.70183337,0.67344967,0.2092768,0.18998502,0.19942268,0.19212023,0.8580266,0.81354825,0.8576612,0.81357381,0.04379678,0.03609431,0.03976941,0.03691018
corrosion,2.61139706,3.7429604,2.94541973,4.51827759,1.09503676,1.39903114,1.16588542,1.53139562,0.58554605,0.50240997,0.56912033,0.48128245,0.15235819,0.13551022,0.14849722,0.13169484,0.82459287,0.74870745,0.80234094,0.69663988,0.02321302,0.01836302,0.02205143,0.01734353
corrosion,5.30709252,6.47060361,6.03598346,6.61908497,1.48579963,1.71950788,1.62519914,1.74551326,0.53919192,0.48960421,0.51164407,0.48432496,0.16259684,0.1508165,0.15669437,0.14976693,0.76297969,0.71082711,0.7301038,0.70419149,0.02643773,0.02274562,0.02455313,0.02243013
corrosion,1.13255208,1.82731257,1.15831801,2.11713956,0.40154718,0.59221838,0.45681679,0.63475586,0.84735007,0.78679787,0.82392033,0.77989318,0.25037343,0.23535285,0.24777149,0.23445846,0.97941562,0.96676593,0.978901,0.96145727,0.06268685,0.05539096,0.06139071,0.05497077
corrosion,1.19227941,1.48456747,0.80154718,1.74548251,0.52512255,0.59051134,0.37406556,0.65436371,0.78836839,0.76870362,0.84366413,0.75265989,0.28131635,0.27308974,0.29928425,0.26929782,0.95333612,0.94194023,0.96864671,0.9317151,0.07913889,0.07457801,0.08957106,0.07252132
corrosion,0.42991728,0.88487505,0.65289522,0.9145867,0.25237439,0.38645136,0.30283395,0.39749327,0.88930544,0.84736953,0.87753687,0.84377665,0.54389172,0.53173289,0.54015277,0.53062269,0.95182212,0.9006548,0.92667458,0.89727133,0.2958182,0.28273986,0.29176501,0.28156044
corrosion,1.27443321,1.94457516,1.34518995,1.94291426,0.47896752,0.63572472,0.50821078,0.63391003,0.80996277,0.76121839,0.79834355,0.76294952,0.24970805,0.23238844,0.24647672,0.23513699,0.95176951,0.92600843,0.94891901,0.92606256,0.06235411,0.05400439,0.06075077,0.05528941
corrosion,4.37492341,6.5401461,5.60965074,6.13727028,1.46646752,1.80990388,1.65689338,1.76104575,0.5037641,0.44990505,0.47451799,0.45407694,0.11689639,0.1076265,0.11141668,0.10836329,0.85092274,0.77724302,0.80886834,0.79096529,0.01366477,0.01158346,0.01241368,0.0117426
corrosion,0.60974265,1.11713956,0.83561581,1.25914648,0.44840686,0.67395617,0.53071385,0.70637447,0.79167037,0.70556023,0.7634062,0.69776205,0.18049735,0.15718052,0.17295261,0.15517741,0.97911979,0.96169055,0.97133791,0.95682231,0.03257929,0.02470572,0.02991261,0.02408003
corrosion,9.64091605,10.86196078,10.29286152,11.27610919,1.97899816,2.22076125,2.13112745,2.26142253,0.49942571,0.44107501,0.45636039,0.43781241,0.11722269,0.10574256,0.10875875,0.10526555,0.67163518,0.63006325,0.64990906,0.61597974,0.01374116,0.01118149,0.01182846,0.01108084
corrosion,1.85563725,2.36904268,1.95597426,2.37939254,0.9486826,1.08648981,0.96942402,1.09130334,0.61138261,0.57436662,0.60712984,0.57326196,0.23451353,0.22724555,0.23274004,0.22715361,0.71859717,0.64015096,0.70376134,0.63855734,0.0549966,0.05164054,0.05416793,0.05159876
corrosion,0.45333946,0.73946943,0.48777574,0.73019608,0.32221201,0.4544406,0.34543505,0.45427143,0.85162888,0.79981443,0.8411137,0.79909782,0.31994759,0.29743187,0.31360682,0.29632069,0.94928274,0.91736675,0.94550815,0.91839469,0.10236646,0.08846572,0.09834924,0.08780595
corrosion,0.79162071,1.07604767,0.59327512,1.05926951,0.53788297,0.66251442,0.44462316,0.65050365,0.7554677,0.70791469,0.79221705,0.71341837,0.21769218,0.2008644,0.23022751,0.20321189,0.94410463,0.92400342,0.95819416,0.92519119,0.04738989,0.04034651,0.05300471,0.04129507
corrosion,0.45700061,0.82954248,0.61061581,0.85816225,0.35234375,0.52882737,0.40127145,0.53680892,0.83379498,0.76328714,0.81837485,0.76093885,0.33001535,0.29432082,0.32406017,0.29358602,0.89083738,0.80150134,0.85384998,0.79465626,0.10891013,0.08662474,0.10501499,0.08619275
corrosion,0.91583946,1.69130334,1.14862132,1.63847751,0.47913603,0.68904268,0.5338848,0.67358708,0.79699485,0.73303785,0.78236352,0.73769851,0.20414379,0.1821821,0.19858876,0.18418871,0.96094269,0.92804379,0.95111289,0.93030718,0.04167469,0.03319032,0.03943749,0.03392548
corrosion,0.70252757,1.28110727,0.79100797,1.15500192,0.4058364,0.63175702,0.45819547,0.58125336,0.82364405,0.74069863,0.80073172,0.75999991,0.28961075,0.2668256,0.28318361,0.27284501,0.96223045,0.93096669,0.95739245,0.93777551,0.08387439,0.0711959,0.08019296,0.0744444
corrosion,0.43408395,0.73497885,0.48641238,0.7152326,0.32997855,0.4937178,0.36711091,0.48953479,0.84430186,0.77477999,0.82761867,0.77571233,0.24864404,0.22052751,0.24085512,0.22084674,0.97549493,0.95853972,0.97256146,0.95965204,0.06182386,0.04863238,0.05801119,0.04877328
corrosion,1.40965074,3.04556709,1.88687194,2.39049596,0.72460172,1.08782776,0.82179841,0.97710111,0.69759432,0.60880054,0.67721822,0.62669153,0.15844316,0.13937639,0.15620148,0.1422588,0.94704628,0.88568373,0.92922423,0.91029157,0.02510423,0.01942578,0.0243989,0.02023757
corrosion,0.86894914,1.47561707,0.86478248,1.35297193,0.40813419,0.60109189,0.45062806,0.58209919,0.83499644,0.77210968,0.81201152,0.77346229,0.36185421,0.34364304,0.35150904,0.34341599,0.95089819,0.91654395,0.95111116,0.92345537,0.13093847,0.11809054,0.12355861,0.11793454
corrosion,0.93564645,1.37113418,0.96956189,1.39470973,0.45421262,0.5751634,0.45258885,0.5744406,0.81088873,0.7745958,0.81502525,0.77428919,0.20238502,0.19045608,0.20375891,0.19037268,0.98093488,0.97207932,0.98024972,0.97158812,0.0409597,0.03627352,0.0415177,0.03624176
corrosion,0.94813113,1.34863514,0.9018076,1.36933487,0.52858456,0.66336025,0.52193627,0.67535563,0.77272911,0.72874916,0.77422496,0.72326782,0.24095299,0.22910845,0.2389107,0.22692099,0.96488367,0.95006352,0.96661563,0.94930917,0.05805835,0.05249068,0.05707832,0.05149314
corrosion,1.35503983,2.44628989,1.62352941,2.45783929,0.52158395,0.80070742,0.60931373,0.79527874,0.79959411,0.718047,0.7710742,0.72102324,0.22380432,0.19998654,0.21559809,0.20069113,0.97354465,0.95221393,0.96828016,0.95194423,0.05008837,0.03999462,0.04648254,0.04027693
corrosion,1.04552696,1.43738562,0.90893076,1.46249904,0.58566176,0.72818147,0.54428615,0.71589389,0.74773892,0.69760634,0.76017282,0.70452994,0.23053085,0.21074471,0.23267909,0.21377519,0.91403941,0.88190781,0.9253615,0.87984089,0.05314447,0.04441333,0.05413956,0.04569983
