Label,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135,ASM0,ASM45,ASM90,ASM135
nocorrosion,0.79332108,1.20076894,0.58140319,0.79298731,0.33109681,0.43223376,0.30364583,0.38806613,0.87170113,0.84270793,0.8721883,0.84197957,0.58107841,0.57362913,0.57419193,0.57181086,0.96632866,0.94913012,0.97538258,0.96640567,0.33765212,0.32905038,0.32969637,0.32696766
nocorrosion,0.60064338,0.73399462,0.47339154,0.73557862,0.28884804,0.32990388,0.24600184,0.33059592,0.87985242,0.86534021,0.89481958,0.86469548,0.31827328,0.31121917,0.32485225,0.31086257,0.97140276,0.96508175,0.97750239,0.96500694,0.10129788,0.09685737,0.10552899,0.09663554
nocorrosion,0.03336397,0.09597847,0.08907782,0.09642445,0.03336397,0.09597847,0.08907782,0.09642445,0.98331801,0.95201077,0.95546109,0.95178777,0.53600405,0.50767692,0.50983234,0.50736559,0.9798938,0.9421231,0.94670841,0.94185177,0.28730034,0.25773586,0.25992901,0.25741984
nocorrosion,3.81204044,4.47947712,3.82598039,4.44933487,0.86366422,0.95581699,0.85759804,0.95744714,0.76496358,0.75195275,0.76746332,0.75064316,0.61109601,0.60695643,0.61298706,0.60706525,0.82498523,0.79489806,0.82435491,0.79627818,0.37343833,0.36839611,0.37575314,0.36852822
nocorrosion,1.24911152,2.05424068,1.47417279,2.40684352,0.47356005,0.63829296,0.5515625,0.72850442,0.82324752,0.78320089,0.79672493,0.75894198,0.32732224,0.31591654,0.31666983,0.30820703,0.95368102,0.92404958,0.94553582,0.91100077,0.10713985,0.09980326,0.10027978,0.09499157
nocorrosion,5.45226716,8.36935025,6.02916667,6.21442522,1.5153799,1.87772395,1.57490809,1.69148789,0.51926344,0.4664691,0.51418863,0.47498999,0.17782201,0.16800934,0.17676474,0.16895428,0.51816809,0.25903114,0.46657253,0.44980026,0.03162067,0.02822714,0.03124577,0.02854555
nocorrosion,2.60151654,3.21679354,2.76599265,3.62694348,0.82801777,1.00001538,0.85916054,1.05178008,0.70765616,0.65582866,0.70058397,0.64891789,0.16552982,0.1534273,0.16414402,0.15096691,0.92257356,0.90436668,0.9177325,0.89217222,0.02740012,0.02353994,0.02694326,0.02279101
nocorrosion,0.93123468,2.33953095,2.1477788,2.34848135,0.50592831,0.87514033,0.82872243,0.88827374,0.78346771,0.67792392,0.69047345,0.67177426,0.19266601,0.16289023,0.1663783,0.16100167,0.96664578,0.91587757,0.9227344,0.91555194,0.03712019,0.02653323,0.02768174,0.02592154
nocorrosion,0.62250306,1.06734333,0.976394,1.12679739,0.257981,0.36908881,0.33534007,0.37720877,0.89759421,0.86167786,0.8744472,0.86095966,0.42461633,0.40655025,0.41480093,0.40670343,0.93578042,0.89017044,0.89951906,0.88404006,0.18029903,0.16528311,0.17205981,0.16540768
nocorrosion,1.47496936,1.62439062,1.56178002,1.94163783,0.65719975,0.70806613,0.66649816,0.75581699,0.74372896,0.72694113,0.7442604,0.71999444,0.2619815,0.25549124,0.26213515,0.25526132,0.87956356,0.8676095,0.87258391,0.84175757,0.0686343,0.06527577,0.06871484,0.06515834
nocorrosion,2.44468444,4.17239523,3.31870404,4.84778162,0.86698836,1.31647828,1.12182904,1.42033064,0.68850248,0.55935896,0.60915802,0.5437864,0.17148172,0.14024284,0.15284235,0.13662873,0.89322391,0.81727648,0.85469721,0.78769969,0.02940598,0.01966805,0.02336078,0.01866741
nocorrosion,0.93428309,1.61156478,0.73550858,1.58323722,0.18817402,0.29973087,0.17242647,0.29751634,0.94374216,0.91746609,0.94563023,0.91709782,0.4136574,0.40348085,0.41484891,0.40319989,0.98574653,0.97511695,0.98879309,0.9755545,0.17111245,0.1627968,0.17209962,0.16257015
nocorrosion,0.62382047,2.01511726,1.58013174,1.91489427,0.26959252,0.55924644,0.44364277,0.53763937,0.89151913,0.81177148,0.84801882,0.81691194,0.26031832,0.23605255,0.24678913,0.2371838,0.98500876,0.95142902,0.96187629,0.95385806,0.06776563,0.0557208,0.06090488,0.05625616
nocorrosion,1.81749387,2.2264975,0.8838848,2.50726644,0.38783701,0.447797,0.23872549,0.48530565,0.89452368,0.880737,0.92289493,0.87642751,0.50115382,0.49185542,0.50587816,0.49121297,0.91027387,0.89004905,0.95624179,0.876181,0.25115515,0.24192175,0.25591272,0.24129018
nocorrosion,2.35064338,2.99910804,3.13278186,4.84662822,0.79874387,0.90975779,0.91991422,1.21731642,0.7188397,0.6956114,0.69953738,0.63811986,0.16839333,0.16188992,0.16568913,0.14990132,0.93669225,0.91916609,0.91556748,0.86935908,0.02835631,0.02620835,0.02745289,0.02247041
nocorrosion,1.00842525,2.1545867,1.61329657,2.16627451,0.34142157,0.59823145,0.46256127,0.60146098,0.87179415,0.79857344,0.84100939,0.79753631,0.26722029,0.24476673,0.2569029,0.24454873,0.96809337,0.93160114,0.9487583,0.9312291,0.07140668,0.05991075,0.0659991,0.05980408
nocorrosion,1.23192402,1.85354864,1.41070772,1.89853133,0.63201593,0.82422145,0.68772978,0.82097655,0.7367356,0.67540306,0.71847744,0.679917,0.17536126,0.15946781,0.17168742,0.16181745,0.94849433,0.92236711,0.94086178,0.92047814,0.03075157,0.02542998,0.02947657,0.02618489
nocorrosion,0.47768076,0.70039216,0.49476103,0.73634756,0.17624081,0.23014225,0.17398897,0.2301115,0.93245171,0.91548932,0.93353992,0.91585485,0.5394659,0.5306745,0.53960379,0.5313701,0.97417786,0.96221929,0.97325279,0.96027981,0.29102346,0.28161542,0.29117226,0.28235418
nocorrosion,0.72282475,1.28716647,0.7511489,1.2982699,0.30450368,0.49368704,0.35479473,0.49691657,0.87963841,0.81410863,0.85541113,0.81345496,0.30647067,0.28494442,0.29979255,0.284821,0.98086542,0.96593732,0.98013987,0.96564195,0.09392427,0.08119332,0.08987558,0.081123
nocorrosion,0.51300551,0.87151096,0.57636336,0.79698577,0.2553462,0.38499039,0.28720895,0.34872741,0.89444694,0.84961515,0.88191674,0.86328589,0.43845965,0.41534492,0.4293545,0.41952526,0.92847119,0.87863745,0.91964097,0.88901758,0.19224686,0.17251141,0.18434528,0.17600144
nocorrosion,3.14050245,5.87438677,4.65170037,6.13908497,1.1497549,1.67360246,1.44165135,1.74016148,0.58812571,0.47849478,0.52394356,0.46073447,0.14103944,0.12025195,0.12896519,0.11772573,0.86937113,0.75483689,0.8057988,0.74379957,0.01989212,0.01446053,0.01663202,0.01385935
nocorrosion,1.1208027,1.39432526,0.7731924,1.3749481,0.31443015,0.36478278,0.25940564,0.36256824,0.90298818,0.89171084,0.9096018,0.89209176,0.78160884,0.77777382,0.78031602,0.77770584,0.92732141,0.90987361,0.94986074,0.91112611,0.61091239,0.60493211,0.60889309,0.60482637
nocorrosion,0.56222426,2.40064591,2.20925245,2.52130719,0.3604473,0.87181853,0.79074755,0.89433295,0.83778432,0.6851341,0.71628962,0.68101012,0.27266581,0.21496033,0.22530857,0.21362178,0.95980617,0.82823513,0.84200609,0.8196004,0.07434664,0.04620794,0.05076395,0.04563426
nocorrosion,6.44375,6.50163783,6.91757047,6.97699346,1.29834559,1.34017686,1.35589767,1.39200308,0.64004405,0.62688964,0.63390295,0.62152622,0.15423291,0.14931705,0.15288243,0.14866717,0.80721258,0.80532602,0.79268736,0.79109707,0.02378779,0.02229558,0.02337304,0.02210193
nocorrosion,0.38556985,0.68052288,0.38337929,0.61128797,0.19748775,0.27880046,0.19569547,0.2658516,0.91683841,0.89117685,0.91817136,0.89372827,0.38107372,0.36743173,0.38162353,0.36804549,0.98714693,0.97733105,0.9872217,0.97963735,0.14521718,0.13500608,0.14563652,0.13545749
nocorrosion,0.79485294,1.34871203,0.80366115,1.10228374,0.44672181,0.62708189,0.44615502,0.55344867,0.80777083,0.74852596,0.80945362,0.77184991,0.23137321,0.21192816,0.23631784,0.21929244,0.95374589,0.92130054,0.95305295,0.93567538,0.05353356,0.04491355,0.05584612,0.04808917
nocorrosion,5.21112132,6.59258747,5.74505208,6.28126105,1.03936887,1.26306805,1.17127757,1.2428912,0.73981724,0.69065747,0.70148252,0.68918269,0.40817457,0.40074203,0.40295309,0.40054028,0.90813464,0.88377872,0.8987341,0.88928282,0.16660648,0.16059418,0.16237119,0.16043251
nocorrosion,0.12380515,0.30674356,0.27322304,0.30365244,0.06844363,0.1221684,0.10995711,0.12249135,0.97053156,0.9527621,0.9575428,0.95261208,0.38770733,0.37808022,0.38100835,0.37846099,0.99292771,0.98242004,0.98437947,0.98262659,0.15031698,0.14294465,0.14516736,0.14323272
nocorrosion,0.94659926,2.19583237,1.58964461,2.07449443,0.32046569,0.62975779,0.52337623,0.59681661,0.88271428,0.78940433,0.81481559,0.80105027,0.28585635,0.25577469,0.26270118,0.25980601,0.96811772,0.92603158,0.94641721,0.93011434,0.08171385,0.06542069,0.06901191,0.06749916
nocorrosion,0.28599877,0.39998462,0.35704657,0.51784698,0.16568627,0.24782776,0.20870098,0.24647443,0.92626142,0.88917257,0.90827403,0.89665822,0.26523562,0.24908894,0.25676054,0.25285561,0.98870215,0.98421887,0.98594755,0.97954897,0.07034993,0.0620453,0.06592597,0.06393596
nocorrosion,0.93697917,1.97305652,1.17481618,1.18474433,0.39773284,0.64916571,0.51783088,0.54705113,0.83859688,0.75526988,0.78536877,0.77290173,0.36931592,0.34231058,0.35417173,0.3483911,0.95390882,0.90291218,0.94208569,0.94172663,0.13639425,0.11717653,0.12543762,0.12137636
nocorrosion,0.70755208,1.32013841,1.00644914,1.24688966,0.31594669,0.49079585,0.42032782,0.48133795,0.87011301,0.81246936,0.83240674,0.81487473,0.28398166,0.2671831,0.27251585,0.26811145,0.97734667,0.95779932,0.96783769,0.96007199,0.08064558,0.07138681,0.07426489,0.07188375
nocorrosion,1.56893382,3.23195694,2.40249694,2.9246905,0.71280637,1.07789312,0.91272978,1.04885813,0.71252987,0.61739681,0.65732051,0.61807078,0.1665138,0.14204319,0.15047137,0.14109229,0.9453065,0.8874755,0.91631604,0.89817894,0.02772685,0.02017627,0.02264163,0.01990703
nocorrosion,0.27820159,1.57790081,0.97383578,0.66926567,0.15203738,0.31038831,0.21758578,0.21931565,0.93509211,0.90743548,0.93145851,0.91871128,0.765917,0.75860688,0.75978833,0.76010868,0.99336599,0.96248422,0.97683514,0.98408776,0.58662886,0.57548439,0.5772783,0.5777652
nocorrosion,1.29810049,2.82033064,2.20863971,2.87732411,0.4676777,0.81159554,0.70716912,0.8238985,0.82455862,0.73799824,0.75854251,0.73423382,0.25063088,0.23221263,0.23768078,0.22971794,0.96499246,0.92399111,0.94045734,0.92243965,0.06281584,0.0539227,0.05649216,0.05277033
nocorrosion,1.34851409,2.15612457,1.18311887,2.17059592,0.47045037,0.66894271,0.4609375,0.67590927,0.82935702,0.77228597,0.82551724,0.77031371,0.24797082,0.2320894,0.24608881,0.23197094,0.96343131,0.94153335,0.96793083,0.94114012,0.06148953,0.05386549,0.0605597,0.05381052
nocorrosion,1.99938725,2.75232603,1.64613971,2.67410996,0.62527574,0.79529412,0.56697304,0.7900346,0.7824584,0.7340528,0.79185091,0.73394596,0.31868352,0.29366481,0.31670695,0.29397337,0.87995113,0.83514656,0.90134657,0.83981649,0.10155919,0.08623902,0.10030329,0.08642034
nocorrosion,0.99229473,1.61793156,1.03425245,1.61860823,0.54082414,0.79298731,0.62310049,0.79197232,0.76804405,0.67543614,0.72646856,0.67562299,0.19555153,0.16665823,0.18053731,0.16663644,0.94176308,0.90489834,0.9391108,0.90487029,0.0382404,0.02777497,0.03259372,0.0277677
nocorrosion,4.14105392,7.60339869,5.58716299,7.95064975,1.1830576,1.75244906,1.38167892,1.80212226,0.61969702,0.51594257,0.59223166,0.50905757,0.19288414,0.16754822,0.18144012,0.16651456,0.81450404,0.659925,0.74994354,0.64439363,0.03720429,0.02807241,0.03292052,0.0277271
nocorrosion,2.33062194,4.00116878,2.64816176,3.71910804,0.89719669,1.24527489,0.91865809,1.19946175,0.66908234,0.58790325,0.67265863,0.59479543,0.2130219,0.19488576,0.21648723,0.19477182,0.91032558,0.84609694,0.89810345,0.85692587,0.04537833,0.03798046,0.04686672,0.03793606
nocorrosion,0.41983762,0.83088043,0.49166667,0.74040754,0.21931679,0.37923875,0.26871936,0.34766628,0.90638165,0.84712372,0.88542016,0.85889261,0.37382899,0.34499569,0.36216841,0.3508829,0.96513237,0.93104712,0.95922283,0.93851865,0.13974812,0.11902203,0.13116595,0.12311881
nocorrosion,2.00032169,4.16438293,3.32184436,4.88,0.7589614,1.1616609,0.9638174,1.28904268,0.71957106,0.63303478,0.68539592,0.6069684,0.20720277,0.18425095,0.20057997,0.1772926,0.8777559,0.7457019,0.79774374,0.70200045,0.04293299,0.03394841,0.04023232,0.03143267
nocorrosion,3.89932598,7.12965782,6.42774203,9.30645136,1.2895527,1.88450596,1.69244792,2.18023837,0.55654261,0.44442227,0.50387519,0.41302102,0.12528441,0.10540914,0.11551467,0.10067892,0.86208286,0.74782397,0.77269447,0.67078362,0.01569618,0.01111109,0.01334364,0.01013625
nocorrosion,2.51928615,3.67380238,2.77405025,3.83140331,0.39486826,0.57647059,0.49920343,0.60024606,0.90152305,0.85784162,0.86385148,0.85347794,0.43469334,0.42038643,0.42261469,0.41942874,0.89681899,0.84968832,0.88639418,0.84321731,0.1889583,0.17672475,0.17860318,0.17592047
nocorrosion,0.48630515,0.87329489,0.70199142,0.91100346,0.1911152,0.26263745,0.22306985,0.26503652,0.92854329,0.91362694,0.9231864,0.91405429,0.82591421,0.82322313,0.82387333,0.82295325,0.9527472,0.91542629,0.93178962,0.91177443,0.68213428,0.67769633,0.67876726,0.67725206
nocorrosion,1.18518689,1.49231834,0.75073529,1.59717032,0.40442708,0.48427528,0.33155637,0.50362168,0.85775962,0.83400634,0.86776474,0.8303127,0.42456868,0.41629296,0.42033572,0.41505613,0.95209028,0.93976938,0.96976064,0.93553754,0.18025856,0.17329983,0.17668211,0.17227159
nocorrosion,1.44906556,3.62442138,2.47596507,2.65379469,0.56910233,1.00961169,0.78362439,0.87463283,0.78418333,0.68010895,0.73427099,0.70004771,0.24837136,0.21800033,0.23488571,0.2234541,0.91975578,0.79968828,0.86310408,0.85333237,0.06168833,0.04752414,0.0551713,0.04993174
nocorrosion,0.70199142,1.43838524,0.86884191,1.28601307,0.43311887,0.74708189,0.55033701,0.69750096,0.8092808,0.69143183,0.75584292,0.70677719,0.22909879,0.1846575,0.20252337,0.18864536,0.96075155,0.91962083,0.95146417,0.92814225,0.05248626,0.03409839,0.04101572,0.03558707
nocorrosion,1.4502451,2.36104575,1.82786458,3.16003076,0.55303309,0.70386774,0.69410233,0.94352941,0.79194725,0.76212347,0.74112542,0.68528111,0.2781432,0.27117107,0.27295973,0.26227825,0.97368761,0.95717256,0.96683676,0.94268712,0.07736364,0.07353375,0.07450702,0.06878988
nocorrosion,0.60893076,1.69342561,1.28887868,1.40356786,0.36251532,0.67111111,0.5442402,0.59723183,0.84054523,0.74187256,0.7859133,0.76516456,0.22223493,0.18910475,0.20316978,0.19588281,0.97283434,0.92446519,0.9425276,0.93739836,0.04938837,0.03576061,0.04127796,0.03837008
nocorrosion,1.98665748,3.10188389,2.51017157,3.52772011,0.63714767,0.87028066,0.77000613,0.93348712,0.77228728,0.71347527,0.73441008,0.70052625,0.19934729,0.18451324,0.19014389,0.181858,0.95417947,0.9283034,0.94197525,0.9184729,0.03973934,0.03404514,0.0361547,0.03307233
nocorrosion,1.13261336,2.54357555,2.19140625,2.15057286,0.33037684,0.62157632,0.54486826,0.54239139,0.88357529,0.80274271,0.82346621,0.82328216,0.24621572,0.2245942,0.22950477,0.22892391,0.96818757,0.92863905,0.93848321,0.93965324,0.06062218,0.05044256,0.05267244,0.05240616
nocorrosion,0.96282169,2.89825452,2.23434436,2.60155325,0.46956189,0.86386774,0.70560662,0.84979623,0.80804086,0.7148154,0.75830771,0.7087975,0.25020373,0.22852159,0.23977713,0.22773842,0.96746716,0.90218113,0.92456338,0.91218039,0.06260191,0.05222212,0.05749307,0.05186479
nocorrosion,0.76622243,1.20527489,1.04618566,1.35660131,0.45746017,0.60184544,0.53754596,0.64951942,0.79935927,0.75128217,0.7759004,0.73677218,0.31236994,0.2917569,0.30503611,0.28645108,0.90067143,0.843726,0.86454464,0.8241058,0.09757498,0.08512209,0.09304703,0.08205422
nocorrosion,0.92823223,1.95331027,1.33155637,1.7557401,0.36564032,0.59847751,0.48734681,0.57763937,0.86033554,0.79660875,0.82091003,0.79922944,0.24540603,0.22634996,0.23389744,0.22760414,0.97771389,0.95314594,0.96811511,0.95790951,0.06022412,0.0512343,0.05470801,0.05180364
nocorrosion,1.45860907,3.67492503,3.06415441,4.04682814,0.51547181,0.97697809,0.86341912,1.0430296,0.81138871,0.69673292,0.72235605,0.68440655,0.27749595,0.25548333,0.26052762,0.25361813,0.96498218,0.91187684,0.92651263,0.90295503,0.077004,0.06527173,0.06787464,0.06432216
nocorrosion,3.62064951,6.45451749,4.78705576,6.17500961,1.1004902,1.6059208,1.33402267,1.57213379,0.62817085,0.51916171,0.56746374,0.52373164,0.17520976,0.14723638,0.15882618,0.14817922,0.76594901,0.58294054,0.69013117,0.60099943,0.03069846,0.02167855,0.02522575,0.02195708
nocorrosion,0.16504289,0.42094579,0.33832721,0.44007689,0.08943015,0.15258747,0.11458333,0.15520185,0.96116487,0.94107868,0.95602952,0.94008616,0.39800316,0.38823646,0.39888496,0.38785425,0.98316486,0.95705892,0.96550128,0.95510734,0.15840651,0.15072755,0.15910921,0.15043092
nocorrosion,0.74405637,1.0794925,0.76606924,1.14906574,0.33912377,0.44961169,0.36282169,0.45394848,0.86270491,0.82316978,0.85046419,0.82568363,0.2175267,0.2019508,0.21162638,0.2028599,0.97425779,0.96257378,0.9735438,0.96022618,0.04731787,0.04078412,0.04478573,0.04115214
nocorrosion,4.09100797,7.86522107,5.58115809,4.63252595,0.8876685,1.2953787,1.09476103,1.04648981,0.7348738,0.68024992,0.70100606,0.69892939,0.25872204,0.24741802,0.25347717,0.25493893,0.93746967,0.87980051,0.91472089,0.92922907,0.0669371,0.06121568,0.06425067,0.06499386
nocorrosion,1.02455576,2.03669358,1.3928462,1.7197078,0.40191483,0.63406382,0.52140012,0.62013072,0.84439836,0.77652829,0.80365186,0.77229593,0.24066472,0.21553159,0.22249879,0.21338447,0.97142483,0.9429276,0.96115737,0.95166802,0.05791951,0.04645386,0.04950571,0.04553293
nocorrosion,2.31420037,2.82535948,1.35464154,2.59152634,0.53690257,0.62660515,0.42602635,0.60807382,0.83760834,0.81620184,0.84783002,0.81441173,0.2299111,0.22290564,0.22890304,0.22061251,0.91358156,0.89440089,0.94939318,0.90313697,0.05285911,0.04968693,0.0523966,0.04866988
nocorrosion,0.67279412,1.02425221,0.71985294,0.96492118,0.19647672,0.25374856,0.20330882,0.25021146,0.93355899,0.92116398,0.93213673,0.92032761,0.65622288,0.65103122,0.65719116,0.65092369,0.98027201,0.97005297,0.97889212,0.97178768,0.43062847,0.42384165,0.43190022,0.42370166
nocorrosion,0.81309743,1.24273741,0.95582108,1.21994617,0.25577512,0.34698962,0.30015319,0.35550942,0.91304157,0.89026156,0.89780638,0.88490236,0.54768399,0.53783652,0.5400193,0.536873,0.92593161,0.88705353,0.91286039,0.88912492,0.29995776,0.28926812,0.29162084,0.28823262
nocorrosion,1.37982537,3.34980392,2.59526654,3.66468281,0.4894761,0.93888504,0.78491115,0.98777393,0.81515284,0.69114934,0.73128163,0.68186078,0.18862957,0.15447746,0.16502852,0.15241475,0.96393537,0.91266085,0.93232827,0.90444864,0.03558112,0.02386329,0.02723441,0.02323026
nocorrosion,11.40228248,13.83743176,13.31384804,14.47930796,2.2615962,2.57705498,2.46878064,2.62328335,0.42507907,0.38223142,0.40355841,0.3823585,0.09549391,0.08907679,0.09209834,0.08900829,0.69812586,0.63410027,0.64782059,0.61712242,0.00911909,0.00793467,0.0084821,0.00792248
nocorrosion,0.13043811,0.49431757,0.4549326,0.49170319,0.12470895,0.31835448,0.28710172,0.31737024,0.9381531,0.85353668,0.86841196,0.85389724,0.33111965,0.28469398,0.29335683,0.28512319,0.98507233,0.94334427,0.9479018,0.9436046,0.10964023,0.08105066,0.08605823,0.08129523
nocorrosion,1.51567096,1.67064975,0.65232843,2.15987697,0.56187194,0.65067282,0.3583027,0.72971934,0.78860391,0.75029057,0.84525605,0.73771625,0.18865522,0.17656649,0.20941013,0.17499304,0.96066065,0.95666713,0.98309163,0.94399431,0.03559079,0.03117573,0.0438526,0.03062256
nocorrosion,2.86956189,3.8440446,2.99054841,3.64399846,0.87234988,1.03626298,0.90571385,1.00156863,0.71339981,0.68261577,0.70368831,0.68725429,0.19042425,0.18064654,0.18621967,0.18231085,0.8948464,0.859287,0.89048842,0.86660987,0.03626139,0.03263317,0.03467776,0.03323724
nocorrosion,1.27282475,2.15592464,1.75533088,2.36407536,0.65753676,0.8769704,0.76936275,0.92776624,0.72678501,0.66875562,0.6997956,0.65663554,0.18188971,0.16764252,0.17547014,0.16472467,0.95186473,0.91865086,0.93382497,0.91077838,0.03308387,0.02810401,0.03078977,0.02713422
nocorrosion,0.97032782,2.47773933,1.85254289,2.43018839,0.38693321,0.7612303,0.63682598,0.75255671,0.85051983,0.74443947,0.77552551,0.74623091,0.31944366,0.29956215,0.30412818,0.29983761,0.97321622,0.9313652,0.9487021,0.93268191,0.10204425,0.08973748,0.09249395,0.08990259
nocorrosion,1.92334559,3.07001922,1.64306066,3.02783545,0.61675858,0.88412149,0.61971507,0.87638601,0.77791802,0.70595872,0.76792556,0.70674457,0.19710817,0.17560076,0.19293226,0.17595102,0.91595138,0.86582147,0.9281876,0.86765336,0.03885163,0.03083563,0.03722286,0.03095876
nocorrosion,2.0769761,2.92999616,2.54401042,2.73125721,0.6748315,0.87168012,0.81450674,0.8511188,0.77036075,0.71210424,0.72219545,0.71247115,0.25311372,0.23228378,0.23389732,0.23027602,0.93571253,0.90951569,0.92141777,0.91564963,0.06406655,0.05395575,0.05470795,0.05302705
nocorrosion,1.63207721,3.85979239,2.81026348,3.48395233,0.42405025,0.81951557,0.68688725,0.75976932,0.8558174,0.76797232,0.78898797,0.77854469,0.26807221,0.24464404,0.2486666,0.24567154,0.95415121,0.8917198,0.92112951,0.90225624,0.07186271,0.05985071,0.06183508,0.06035451
nocorrosion,0.49698223,0.88885813,0.69330576,0.8899654,0.23310355,0.32768935,0.26757047,0.33577855,0.90207419,0.87272026,0.8943908,0.86776894,0.24775536,0.23927123,0.24720705,0.23752913,0.99060798,0.9832367,0.9869122,0.98319158,0.06138272,0.05725072,0.06111132,0.05642009
nocorrosion,0.10168505,0.50514418,0.53219975,0.55892349,0.09757966,0.30546713,0.31498162,0.33420992,0.95162071,0.86267641,0.85963602,0.85076804,0.28924813,0.24228517,0.24219684,0.23882959,0.99436672,0.97190317,0.97043806,0.96893604,0.08366448,0.0587021,0.05865931,0.05703957
nocorrosion,1.87270221,3.0049827,1.67637868,2.95226451,0.81283701,1.1188466,0.75796569,1.10814302,0.68223332,0.59286612,0.69785585,0.59623787,0.18749285,0.16362089,0.19075733,0.16462638,0.89781125,0.83579082,0.90845273,0.83867496,0.03515357,0.0267718,0.03638836,0.02710185
nocorrosion,1.16121324,2.16179931,1.47575061,2.19644752,0.47279412,0.700792,0.53007047,0.70757401,0.81507151,0.75617526,0.80685482,0.75445415,0.23280548,0.21633928,0.23121725,0.21605504,0.95875816,0.92315825,0.94751255,0.92191843,0.05419839,0.04680268,0.05346142,0.04667978
nocorrosion,1.77316176,6.68667436,5.83129596,5.49296424,0.7064951,1.37736255,1.27486213,1.273787,0.72911097,0.61279064,0.62884554,0.62046082,0.17275875,0.14471653,0.14768414,0.14543808,0.94926642,0.80863051,0.83305473,0.84279012,0.02984559,0.02094287,0.02181061,0.02115223
nocorrosion,0.63354779,1.09517878,0.85530025,1.24087659,0.17726716,0.24682814,0.19733456,0.2638985,0.93630957,0.91946201,0.93533193,0.91633361,0.40875889,0.39941575,0.40837306,0.39800273,0.95210235,0.91727391,0.93530403,0.9062684,0.16708383,0.15953294,0.16676855,0.15840617
nocorrosion,5.4850337,6.45791619,3.24241728,6.84316801,1.44186581,1.6290965,1.08432904,1.66857363,0.55077915,0.51185268,0.61930117,0.50744533,0.12909828,0.12150172,0.14702016,0.12077391,0.82046593,0.7888345,0.89396544,0.7762398,0.01666636,0.01476267,0.02161493,0.01458634
nocorrosion,0.78416054,2.37777778,2.62933517,3.67180315,0.27270221,0.5048366,0.48276654,0.62282199,0.90023259,0.85841893,0.87480923,0.84700854,0.37118458,0.35742729,0.36201259,0.35460765,0.98592883,0.95738041,0.95285672,0.93420041,0.137778,0.12775427,0.13105311,0.12574658
nocorrosion,1.73088235,2.67726259,2.0402114,2.64312188,0.73039216,0.98071511,0.77329963,0.95681661,0.71568327,0.64396996,0.71232105,0.65401874,0.20798266,0.18411723,0.20026147,0.18860531,0.90386058,0.85139244,0.88662356,0.85330658,0.04325679,0.03389916,0.04010466,0.03557196
nocorrosion,0.71551777,1.67600154,1.03699449,1.13134948,0.32832414,0.63541715,0.48439032,0.49765475,0.8630089,0.76123209,0.80323113,0.80035445,0.22658668,0.1987909,0.20965781,0.20719286,0.97989902,0.95289744,0.97085699,0.96820409,0.05134152,0.03951782,0.0439564,0.04292888
nocorrosion,1.11727941,1.4049827,1.06197917,1.28930411,0.54034926,0.6326336,0.52365196,0.59495579,0.7787942,0.74808016,0.78393814,0.76025044,0.23366963,0.22047212,0.23248625,0.22510793,0.92213697,0.90221812,0.92624646,0.91026347,0.0546015,0.04860796,0.05404986,0.05067358
nocorrosion,2.1333027,4.39049596,3.4661152,3.1879431,0.59034926,0.83226451,0.76084559,0.76828912,0.79897478,0.77318435,0.77021917,0.75842837,0.21170628,0.20568783,0.20405996,0.19937078,0.94754739,0.89218961,0.91490005,0.92174458,0.04481955,0.04230748,0.04164047,0.03974871
nocorrosion,1.31205576,2.60522876,1.51366422,2.4226682,0.36600797,0.63401769,0.4614277,0.61148789,0.87579542,0.80374335,0.83881185,0.80679642,0.27730089,0.25049203,0.26022273,0.25148669,0.96334925,0.92736944,0.95778093,0.9324622,0.07689578,0.06274626,0.06771587,0.06324556
nocorrosion,0.40265012,0.85677816,0.65914522,0.84410611,0.21358762,0.3557401,0.28546262,0.34051519,0.90922492,0.85987908,0.88445907,0.86706567,0.29696913,0.27671937,0.28742765,0.2798417,0.97545143,0.9470161,0.95934424,0.94779989,0.08819067,0.07657361,0.08261465,0.07831138
nocorrosion,3.43753064,5.67192618,5.20536152,6.19403306,0.90006127,1.26435986,1.18299632,1.33337947,0.71326158,0.63903638,0.65599264,0.62829846,0.16788767,0.14689095,0.15134651,0.14443477,0.90171897,0.83774204,0.85104731,0.82280726,0.02818627,0.02157695,0.02290577,0.0208614
nocorrosion,1.85735294,4.12052288,2.9439185,4.25171857,0.5932598,1.07286428,0.8535386,1.08462899,0.79060288,0.66864789,0.71925507,0.66953059,0.18916609,0.15711946,0.17125448,0.15693028,0.94628066,0.88066416,0.91481662,0.87686573,0.03578381,0.02468652,0.0293281,0.02462711
nocorrosion,0.9636489,1.9501115,1.26167279,1.89850058,0.37167586,0.61108804,0.45827206,0.61846982,0.85698134,0.78641166,0.82813016,0.78009953,0.26571511,0.23975389,0.25240808,0.23620951,0.96378567,0.92686467,0.95262665,0.92878812,0.07060452,0.05748193,0.06370984,0.05579493
